name,type,rarity,setName,setCode,isUniversesBeyond,releaseDate,year,keywords,keywordCount,manaValue,power,toughness,coreStats,defense,colors,isMulticolor,text,commanderLegal,edhrecRank
assaultron dominator,artifact creature — robot,rare,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,2.0,2.0,6.0,,['R'],False,"When this creature enters, you get {E}{E} (two energy counters).
Whenever an artifact creature you control attacks, you may pay {E}. If you do, put your choice of a +1/+1, first strike, or trample counter on that creature.",True,6183.0
bottle-cap blast,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Improvise', 'Treasure']",2,5.0,,,5.0,,['R'],False,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Bottle-Cap Blast deals 5 damage to any target. If excess damage was dealt to a permanent this way, create that many tapped Treasure tokens. (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")",True,4187.0
crimson caravaneer,creature — human scout,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Double strike', 'Trample']",2,3.0,1.0,2.0,6.0,,['R'],False,"Double strike, trample
Whenever this creature deals combat damage to a player, create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",True,9667.0
"duchess, wayward tavernkeep",legendary creature — human citizen,rare,Fallout,PIP,True,2024-03-08,2024,['Hunters for Hire'],1,4.0,4.0,3.0,11.0,,['R'],False,"Hunters for Hire - Whenever a creature you control deals combat damage to a player, put a quest counter on it.
{1}, Remove a quest counter from a permanent you control: Create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",True,13354.0
grim reaper's sprint,enchantment — aura,rare,Fallout,PIP,True,2024-03-08,2024,"['Enchant', 'Morbid']",2,5.0,,,5.0,,['R'],False,"Morbid - This spell costs {3} less to cast if a creature died this turn.
Enchant creature
When this Aura enters, untap each creature you control. If it's your main phase, there is an additional combat phase after this phase.
Enchanted creature gets +2/+2 and has haste.",True,4235.0
ian the reckless,legendary creature — human warrior,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,2.0,1.0,5.0,,['R'],False,"Whenever Ian the Reckless attacks, if it's modified, you may have it deal damage equal to its power to you and any target. (Equipment, Auras you control, and counters are modifications.)",True,14635.0
junk jet,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,['Equip'],1,2.0,,,2.0,,['R'],False,"When this Equipment enters, create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")
{3}, Sacrifice another artifact: Double equipped creature's power until end of turn.
Equip {1}",True,8899.0
megaton's fate,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,"['Detonate', 'Disarm', 'Treasure']",3,6.0,,,6.0,,['R'],False,"Choose one -
• Disarm - Destroy target artifact. Create four Treasure tokens.
• Detonate - Megaton's Fate deals 8 damage to each creature. Each player gets four rad counters.",True,8753.0
"the motherlode, excavator",legendary artifact creature — robot,rare,Fallout,PIP,True,2024-03-08,2024,[],0,5.0,5.0,5.0,15.0,,['R'],False,"When The Motherlode enters, choose target opponent. You get an amount of {E} (energy counters) equal to the number of nonbasic lands that player controls.
Whenever The Motherlode attacks, you may pay {E}{E}{E}{E}. When you do, destroy target nonbasic land defending player controls, and creatures that player controls without flying can't block this turn.",True,7102.0
mysterious stranger,creature — human rogue,rare,Fallout,PIP,True,2024-03-08,2024,['Flash'],1,4.0,3.0,2.0,9.0,,['R'],False,"Flash
When this creature enters, for each graveyard with an instant or sorcery card in it, exile target instant or sorcery card from that graveyard. If two or more cards are exiled this way, choose one of them at random and copy it. You may cast the copy without paying its mana cost.",True,9279.0
plasma caster,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,['Equip'],1,2.0,,,2.0,,['R'],False,"Equipped creature gets +1/+1.
Whenever equipped creature attacks, you get {E}{E} (two energy counters).
Pay {E}{E}: Choose target creature that's blocking equipped creature. Flip a coin. If you win the flip, exile the chosen creature. Otherwise, this Equipment deals 1 damage to it.
Equip {2}",True,7307.0
powder ganger,creature — human rogue,rare,Fallout,PIP,True,2024-03-08,2024,['Squad'],1,3.0,2.0,2.0,7.0,,['R'],False,"Squad {2} (As an additional cost to cast this spell, you may pay {2} any number of times. When this creature enters, create that many tokens that are copies of it.)
When this creature enters, destroy up to one target artifact.",True,9028.0
"rose, cutthroat raider",legendary artifact creature — robot,rare,Fallout,PIP,True,2024-03-08,2024,"['First strike', 'Raid']",2,4.0,3.0,2.0,9.0,,['R'],False,"First strike
Raid - At end of combat on your turn, if you attacked this turn, create a Junk token for each opponent you attacked. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")
Whenever you sacrifice a Junk, add {R}.",True,4249.0
synth eradicator,artifact creature — synth soldier,rare,Fallout,PIP,True,2024-03-08,2024,['Haste'],1,3.0,3.0,3.0,9.0,,['R'],False,"Haste
Whenever this creature attacks, exile the top card of your library. You may get {E}{E} (two energy counters). If you don't, you may play that card this turn.
{T}, Pay {E}{E}{E}: This creature deals 3 damage to any target.",True,7519.0
thrill-kill disciple,creature — human mercenary,rare,Fallout,PIP,True,2024-03-08,2024,['Squad'],1,3.0,3.0,2.0,8.0,,['R'],False,"Squad-{1}, Discard a card. (As an additional cost to cast this spell, you may pay its squad cost any number of times. When this creature enters, create that many tokens that are copies of it.)
When this creature dies, create a Junk token.",True,14157.0
vault 21: house gambit,enchantment — saga,rare,Fallout,PIP,True,2024-03-08,2024,['Treasure'],1,2.0,,,2.0,,['R'],False,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II - Discard a card, then draw a card.
III - Reveal up to five nonland cards from your hand. For each of those cards that has the same mana value as another card revealed this way, create a Treasure token.",True,11105.0
"veronica, dissident scribe",legendary creature — human artificer rogue,rare,Fallout,PIP,True,2024-03-08,2024,['Menace'],1,3.0,3.0,3.0,9.0,,['R'],False,"Menace
Whenever Veronica attacks, you may discard a card. If you do, draw a card.
Whenever you discard one or more nonland cards for the first time each turn, create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",True,8308.0
wild wasteland,enchantment,rare,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,['R'],False,"Skip your draw step.
At the beginning of your upkeep, exile the top two cards of your library. You may play those cards this turn.",True,4208.0
animal friend,enchantment — aura,rare,Fallout,PIP,True,2024-03-08,2024,['Enchant'],1,2.0,,,2.0,,['G'],False,"Enchant creature
Enchanted creature has ""Whenever this creature attacks, create a 1/1 green Squirrel creature token. Put a +1/+1 counter on that token for each Aura and Equipment attached to this creature other than Animal Friend.""",True,9226.0
bighorner rancher,creature — human ranger,uncommon,Fallout,PIP,True,2024-03-08,2024,['Vigilance'],1,5.0,2.0,5.0,12.0,,['G'],False,"Vigilance
{T}: Add an amount of {G} equal to the greatest power among creatures you control.
Sacrifice this creature: You gain life equal to the greatest toughness among other creatures you control.",True,6017.0
break down,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,['G'],False,"Destroy target artifact or enchantment. Create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",True,10494.0
cathedral acolyte,creature — human cleric,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,1.0,2.0,5.0,,['G'],False,"Each creature you control with a counter on it has ward {1}. (Whenever it becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)
{T}: Put a +1/+1 counter on target creature that entered this turn.",True,5751.0
glowing one,creature — zombie mutant,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Deathtouch', 'Mill']",2,3.0,2.0,2.0,7.0,,['G'],False,"Deathtouch
Whenever this creature deals combat damage to a player, they get four rad counters.
Whenever a player mills a nonland card, you gain 1 life.",True,4192.0
gunner conscript,creature — human mercenary,uncommon,Fallout,PIP,True,2024-03-08,2024,['Trample'],1,2.0,2.0,2.0,6.0,,['G'],False,"Trample
This creature gets +1/+1 for each Aura and Equipment attached to it.
When this creature dies, if it was enchanted, create a Junk token.
When this creature dies, if it was equipped, create a Junk token.",True,12438.0
"harold and bob, first numens",legendary creature — treefolk mutant,rare,Fallout,PIP,True,2024-03-08,2024,"['Reach', 'Vigilance']",2,3.0,3.0,3.0,9.0,,['G'],False,"Vigilance, reach
When Harold and Bob dies, if it was a creature, return it to the battlefield. It's an Aura enchantment with enchant Forest you control and ""Enchanted Forest has '{T}: Add three mana of any one color. You get two rad counters.'"" Harold and Bob loses all other abilities.",True,8269.0
"lily bowen, raging grandma",legendary creature — mutant warrior,rare,Fallout,PIP,True,2024-03-08,2024,['Vigilance'],1,4.0,0.0,0.0,4.0,,['G'],False,"Vigilance
Lily Bowen enters with two +1/+1 counters on it.
At the beginning of your upkeep, double the number of +1/+1 counters on Lily Bowen if its power is 16 or less. Otherwise, remove all but one +1/+1 counter from it, then you gain 1 life for each +1/+1 counter removed this way.",True,6816.0
lumbering megasloth,creature — sloth mutant,uncommon,Fallout,PIP,True,2024-03-08,2024,['Trample'],1,12.0,8.0,8.0,28.0,,['G'],False,"This spell costs {1} less to cast for each counter among players and permanents.
Trample
This creature enters tapped.",True,11156.0
power fist,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,['Equip'],1,2.0,,,2.0,,['G'],False,"Equipped creature has trample and ""Whenever this creature deals combat damage to a player, put that many +1/+1 counters on it.""
Equip {2}",True,1790.0
rampaging yao guai,creature — bear mutant,rare,Fallout,PIP,True,2024-03-08,2024,"['Trample', 'Vigilance']",2,3.0,2.0,2.0,7.0,,['G'],False,"Vigilance, trample
This creature enters with X +1/+1 counters on it.
When this creature enters, destroy any number of target artifacts and/or enchantments with total mana value X or less.",True,3075.0
strong back,enchantment — aura,rare,Fallout,PIP,True,2024-03-08,2024,['Enchant'],1,3.0,,,3.0,,['G'],False,"Enchant creature
Equip abilities you activate that target enchanted creature cost {3} less to activate.
Aura spells you cast that target enchanted creature cost {3} less to cast.
Enchanted creature gets +2/+2 for each Aura and Equipment attached to it.",True,3019.0
"strong, the brutish thespian",legendary creature — mutant berserker,rare,Fallout,PIP,True,2024-03-08,2024,"['Enrage', 'Ward']",2,6.0,7.0,7.0,20.0,,['G'],False,"Ward {2}
Enrage - Whenever Strong is dealt damage, you get three rad counters and put three +1/+1 counters on Strong.
You gain life rather than lose life from radiation.",True,5577.0
super mutant scavenger,creature — mutant warrior,uncommon,Fallout,PIP,True,2024-03-08,2024,['Trample'],1,5.0,5.0,5.0,15.0,,['G'],False,"Trample
When this creature enters or dies, return up to one target Aura or Equipment card from your graveyard to your hand.",True,13615.0
tato farmer,creature — zombie mutant peasant,rare,Fallout,PIP,True,2024-03-08,2024,['Landfall'],1,3.0,1.0,4.0,8.0,,['G'],False,"Landfall - Whenever a land you control enters, you may get two rad counters.
{T}: Put target land card in a graveyard that was milled this turn onto the battlefield under your control tapped.",True,3842.0
watchful radstag,creature — elk mutant,rare,Fallout,PIP,True,2024-03-08,2024,['Evolve'],1,3.0,2.0,2.0,7.0,,['G'],False,"Evolve (Whenever a creature you control enters, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)
Whenever this creature evolves, create a token that's a copy of it.",True,5795.0
well rested,enchantment — aura,uncommon,Fallout,PIP,True,2024-03-08,2024,['Enchant'],1,2.0,,,2.0,,['G'],False,"Enchant creature
Enchanted creature has ""Whenever this creature becomes untapped, put two +1/+1 counters on it, then you gain 2 life and draw a card. This ability triggers only once each turn.""",True,3614.0
agent frank horrigan,legendary creature — mutant warrior,rare,Fallout,PIP,True,2024-03-08,2024,"['Proliferate', 'Trample']",2,7.0,8.0,6.0,21.0,,"['B', 'G']",True,"Trample
Agent Frank Horrigan has indestructible as long as it attacked this turn.
Whenever Agent Frank Horrigan enters or attacks, proliferate twice. (To proliferate, choose any number of permanents and/or players, then give each another counter of each kind already there.)",True,3484.0
almost perfect,enchantment — aura,rare,Fallout,PIP,True,2024-03-08,2024,['Enchant'],1,6.0,,,6.0,,"['G', 'W']",True,"Enchant creature
Enchanted creature has base power and toughness 9/10 and has indestructible.",True,7981.0
alpha deathclaw,creature — lizard mutant,rare,Fallout,PIP,True,2024-03-08,2024,"['Menace', 'Monstrosity', 'Trample']",3,6.0,6.0,6.0,18.0,,"['B', 'G']",True,"Menace, trample
When this creature enters or becomes monstrous, destroy target permanent.
{5}{B}{G}: Monstrosity 4. (If this creature isn't monstrous, put four +1/+1 counters on it and it becomes monstrous.)",True,4562.0
arcade gannon,legendary creature — human doctor,rare,Fallout,PIP,True,2024-03-08,2024,['For Auld Lang Syne'],1,4.0,2.0,3.0,9.0,,"['U', 'W']",True,"{T}: Draw a card, then discard a card. Put a quest counter on Arcade Gannon.
For Auld Lang Syne - Once during each of your turns, you may cast an artifact or Human spell from your graveyard with mana value less than or equal to the number of quest counters on Arcade Gannon.",True,10366.0
armory paladin,creature — human knight,rare,Fallout,PIP,True,2024-03-08,2024,['Trample'],1,3.0,3.0,3.0,9.0,,"['R', 'W']",True,"Trample
Whenever you cast an Aura or Equipment spell, exile the top card of your library. You may play that card until the end of your next turn.",True,7180.0
atomize,instant,rare,Fallout,PIP,True,2024-03-08,2024,['Proliferate'],1,4.0,,,4.0,,"['B', 'G']",True,"Destroy target nonland permanent. Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",True,2206.0
boomer scrapper,creature — human soldier,rare,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,1.0,1.0,5.0,,"['B', 'R']",True,"Whenever this creature enters or attacks, you lose 1 life and create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")
Whenever a token you control leaves the battlefield, put a +1/+1 counter on this creature.",True,10506.0
"cait, cage brawler",legendary creature — human warrior,rare,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,1.0,1.0,4.0,,"['G', 'R']",True,"During your turn, Cait has indestructible.
Whenever Cait attacks, you and defending player each draw a card, then discard a card. Put two +1/+1 counters on Cait if you discarded the card with the greatest mana value among those cards or tied for greatest.",True,11396.0
"cass, hand of vengeance",legendary creature — human ranger,rare,Fallout,PIP,True,2024-03-08,2024,['Vigilance'],1,4.0,4.0,3.0,11.0,,"['R', 'W']",True,"Vigilance
Whenever Cass or another creature you control dies, if it was enchanted or equipped, return any number of Aura cards that were attached to it from your graveyard to the battlefield attached to target creature, then attach any number of Equipment that were attached to it to that creature.",True,9730.0
colonel autumn,legendary creature — human soldier,rare,Fallout,PIP,True,2024-03-08,2024,"['Exploit', 'Lifelink']",2,3.0,2.0,3.0,8.0,,"['B', 'W']",True,"Lifelink
Exploit (When this creature enters, you may sacrifice a creature.)
Other legendary creatures you control have exploit.
Whenever a creature you control exploits a creature, put a +1/+1 counter on each creature you control.",True,7368.0
contaminated drink,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,,,2.0,,"['B', 'U']",True,"Draw X cards, then you get half X rad counters, rounded up.",True,7467.0
"craig boone, novac guard",legendary creature — human soldier,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Lifelink', 'One for My Baby', 'Reach']",3,3.0,3.0,3.0,9.0,,"['R', 'W']",True,"Reach, lifelink
One for My Baby - Whenever you attack with two or more creatures, put two quest counters on Craig Boone. When you do, Craig Boone deals damage equal to the number of quest counters on it to up to one target creature unless that creature's controller has Craig Boone deal that much damage to them.",True,7268.0
"desdemona, freedom's edge",legendary creature — human rogue,rare,Fallout,PIP,True,2024-03-08,2024,['Vigilance'],1,4.0,3.0,4.0,11.0,,"['R', 'W']",True,"Vigilance
Whenever Desdemona attacks, target creature card in your graveyard that's an artifact or that has mana value 3 or less gains escape until end of turn. The escape cost is equal to its mana cost plus exile two other cards from your graveyard. (You may cast it from your graveyard for its escape cost this turn.)",True,14804.0
elder arthur maxson,legendary creature — human knight,rare,Fallout,PIP,True,2024-03-08,2024,['Blind Betrayal'],1,3.0,4.0,2.0,9.0,,"['B', 'W']",True,"Creature tokens you control have training. (Whenever a creature token you control attacks with another creature with greater power, put a +1/+1 counter on that token.)
Blind Betrayal - Sacrifice another creature: Elder Arthur Maxson gains indestructible until end of turn.",True,7781.0
elder owyn lyons,legendary creature — human knight,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,3.0,3.0,10.0,,"['U', 'W']",True,"Artifacts you control have ward {1}. (Whenever an artifact you control becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)
When Elder Owyn Lyons enters or dies, return target artifact card from your graveyard to your hand.",True,10264.0
electrosiphon,instant,rare,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,"['R', 'U']",True,Counter target spell. You get an amount of {E} (energy counters) equal to its mana value.,True,4915.0
inventory management,instant,rare,Fallout,PIP,True,2024-03-08,2024,['Split second'],1,2.0,,,2.0,,"['R', 'W']",True,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
For each Aura and Equipment you control, you may attach it to a creature you control.",True,3264.0
"kellogg, dangerous mind",legendary creature — human mercenary,rare,Fallout,PIP,True,2024-03-08,2024,"['First strike', 'Haste', 'Treasure']",3,3.0,3.0,2.0,8.0,,"['B', 'R']",True,"First strike, haste
Whenever Kellogg attacks, create a Treasure token.
Sacrifice five Treasures: Gain control of target creature for as long as you control Kellogg. Activate only as a sorcery.",True,2490.0
"legate lanius, caesar's ace",legendary creature — human soldier,uncommon,Fallout,PIP,True,2024-03-08,2024,['Decimate'],1,4.0,2.0,2.0,8.0,,"['B', 'R']",True,"Decimate - When Legate Lanius enters, each opponent sacrifices a tenth of the creatures they control of their choice, rounded up.
Whenever an opponent sacrifices a creature, put a +1/+1 counter on Legate Lanius.",True,9859.0
"maccready, lamplight mayor",legendary creature — human advisor,rare,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,1.0,3.0,6.0,,"['B', 'W']",True,"Whenever a creature you control with power 2 or less attacks, it gains skulk until end of turn. (It can't be blocked by creatures with greater power.)
Whenever a creature with power 4 or greater attacks you, its controller loses 2 life and you gain 2 life.",True,3796.0
"marcus, mutant mayor",legendary creature — mutant advisor,rare,Fallout,PIP,True,2024-03-08,2024,"['Trample', 'Vigilance']",2,5.0,4.0,4.0,13.0,,"['G', 'U']",True,"Vigilance, trample
Whenever a creature you control deals combat damage to a player, draw a card if that creature has a +1/+1 counter on it. If it doesn't, put a +1/+1 counter on it.",True,6112.0
"moira brown, guide author",legendary creature — human citizen,rare,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,2.0,3.0,8.0,,"['R', 'W']",True,"When Moira Brown enters, create a colorless Equipment artifact token named Wasteland Survival Guide with ""Equipped creature gets +1/+1 for each quest counter among permanents you control"" and equip {1}.
Whenever you attack, put a quest counter on target nonland permanent you control.",True,13954.0
mutational advantage,instant,rare,Fallout,PIP,True,2024-03-08,2024,['Proliferate'],1,3.0,,,3.0,,"['G', 'U']",True,"Permanents you control with counters on them gain hexproof and indestructible until end of turn. Prevent all damage that would be dealt to those permanents this turn. Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",True,2123.0
nightkin ambusher,creature — mutant warrior,uncommon,Fallout,PIP,True,2024-03-08,2024,['Ward'],1,4.0,4.0,4.0,12.0,,"['B', 'U']",True,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
When this creature enters, target player gets four rad counters.
This creature can't be blocked as long as defending player has a rad counter.",True,6529.0
the nipton lottery,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,"['B', 'R']",True,Choose a creature at random. You gain control of that creature until end of turn. Untap it. It gains haste until end of turn. Then destroy all other creatures.,True,10239.0
paladin elizabeth taggerdy,legendary creature — human knight,rare,Fallout,PIP,True,2024-03-08,2024,['Battalion'],1,3.0,3.0,2.0,8.0,,"['R', 'W']",True,"Battalion - Whenever Paladin Elizabeth Taggerdy and at least two other creatures attack, draw a card, then you may put a creature card with mana value X or less from your hand onto the battlefield tapped and attacking, where X is Paladin Elizabeth Taggerdy's power.",True,6351.0
"raul, trouble shooter",legendary creature — zombie mutant rogue,uncommon,Fallout,PIP,True,2024-03-08,2024,['Mill'],1,3.0,1.0,4.0,8.0,,"['B', 'U']",True,"Once during each of your turns, you may cast a spell from among cards in your graveyard that were milled this turn.
{T}: Each player mills a card. (They each put the top card of their library into their graveyard.)",True,4917.0
"red death, shipwrecker",legendary creature — crab mutant,rare,Fallout,PIP,True,2024-03-08,2024,"['Alluring Eyes', 'Goad']",2,2.0,1.0,3.0,6.0,,"['R', 'U']",True,"Alluring Eyes - {T}: Goad target creature an opponent controls. That player draws a card. You add {R}. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)",True,6224.0
"rex, cyber-hound",legendary artifact creature — robot dog,rare,Fallout,PIP,True,2024-03-08,2024,['Mill'],1,3.0,2.0,2.0,7.0,,"['U', 'W']",True,"Whenever Rex deals combat damage to a player, they mill two cards and you get {E}{E} (two energy counters).
Pay {E}{E}: Choose target creature card in a graveyard. Exile it with a brain counter on it. Activate only as a sorcery.
Rex has all activated abilities of all cards in exile with brain counters on them.",True,8191.0
sentinel sarah lyons,legendary creature — human knight,rare,Fallout,PIP,True,2024-03-08,2024,"['Battalion', 'Haste']",2,5.0,4.0,4.0,13.0,,"['R', 'W']",True,"Haste
As long as an artifact entered the battlefield under your control this turn, creatures you control get +2/+2.
Battalion - Whenever Sentinel Sarah Lyons and at least two other creatures attack, Sentinel Sarah Lyons deals damage equal to the number of artifacts you control to target player.",True,7191.0
"shaun, father of synths",legendary creature — human scientist,rare,Fallout,PIP,True,2024-03-08,2024,[],0,5.0,3.0,4.0,12.0,,"['R', 'U']",True,"Whenever you attack, you may create a tapped and attacking token that's a copy of target attacking legendary creature you control other than Shaun, except it's not legendary and it's a Synth artifact creature in addition to its other types.
When Shaun leaves the battlefield, exile all Synth tokens you control.",True,6065.0
"three dog, galaxy news dj",legendary creature — human bard,rare,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,1.0,5.0,9.0,,"['R', 'W']",True,"Whenever you attack, you may pay {2} and sacrifice an Aura attached to Three Dog. When you sacrifice an Aura this way, for each other attacking creature you control, create a token that's a copy of that Aura attached to that creature.",True,9855.0
vault 11: voter's dilemma,enchantment — saga,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,"['B', 'W']",True,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I - For each opponent, you create a 1/1 white Human Soldier creature token.
II, III - Each player secretly votes for up to one creature, then those votes are revealed. If no creature got votes, each player draws a card. Otherwise, destroy each creature with the most votes or tied for most votes.",True,11217.0
vault 87: forced evolution,enchantment — saga,rare,Fallout,PIP,True,2024-03-08,2024,[],0,5.0,,,5.0,,"['G', 'U']",True,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I - Gain control of target non-Mutant creature for as long as you control this Saga.
II - Put a +1/+1 counter on target creature you control. It becomes a Mutant in addition to its other types.
III - Draw cards equal to the greatest power among Mutants you control.",True,10156.0
vault 112: sadistic simulation,enchantment — saga,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,"['R', 'U']",True,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II - Tap up to one target creature and put a stun counter on it. You get {E}{E} (two energy counters).
III - Pay any amount of {E}. If you paid one or more {E} this way, shuffle your library, then exile that many cards from the top. You may play one of those cards without paying its mana cost.",True,9737.0
white glove gourmand,creature — human noble,uncommon,Fallout,PIP,True,2024-03-08,2024,['Food'],1,4.0,2.0,2.0,8.0,,"['B', 'W']",True,"When this creature enters, create two 1/1 white Human Soldier creature tokens.
At the beginning of your end step, if another Human died under your control this turn, create a Food token.",True,12521.0
young deathclaws,creature — lizard mutant,uncommon,Fallout,PIP,True,2024-03-08,2024,['Menace'],1,4.0,4.0,2.0,10.0,,"['B', 'G']",True,"Menace (This creature can't be blocked except by two or more creatures.)
Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.)",True,10914.0
agility bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Up to X target creatures you control each gain haste until end of turn and can't be blocked this turn except by creatures with haste, where X is the number of Bobbleheads you control as you activate this ability.",True,4901.0
behemoth of vault 0,artifact creature — robot,uncommon,Fallout,PIP,True,2024-03-08,2024,['Trample'],1,6.0,6.0,6.0,18.0,,[],False,"Trample
When this creature enters, you get {E}{E}{E}{E} (four energy counters).
When this creature dies, you may pay an amount of {E} equal to target nonland permanent's mana value. When you do, destroy that permanent.",True,6512.0
brotherhood vertibird,artifact — vehicle,rare,Fallout,PIP,True,2024-03-08,2024,"['Crew', 'Flying']",2,3.0,,4.0,7.0,,[],False,"Flying
Brotherhood Vertibird's power is equal to the number of artifacts you control.
Crew 2 (Tap any number of creatures you control with total power 2 or greater: This Vehicle becomes an artifact creature until end of turn.)",True,4819.0
c.a.m.p.,artifact — fortification,uncommon,Fallout,PIP,True,2024-03-08,2024,['Fortify'],1,3.0,,,3.0,,[],False,"Whenever fortified land is tapped for mana, put a +1/+1 counter on target creature you control. If that creature shares a color with the mana that land produced, create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")
Fortify {3} ({3}: Attach to target land you control. Fortify only as a sorcery.)",True,13040.0
charisma bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{4}, {T}: Create X 1/1 white Soldier creature tokens, where X is the number of Bobbleheads you control. Activate only as a sorcery.",True,5746.0
"ed-e, lonesome eyebot",legendary artifact creature — robot,rare,Fallout,PIP,True,2024-03-08,2024,"['ED-E My Love', 'Flying']",2,3.0,2.0,1.0,6.0,,[],False,"Flying
ED-E My Love - Whenever you attack, if the number of attacking creatures is greater than the number of quest counters on ED-E, put a quest counter on it.
{2}, Sacrifice ED-E: Draw a card, then draw an additional card for each quest counter on ED-E.",True,8693.0
endurance bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Up to X target creatures you control get +1/+0 and gain indestructible until end of turn, where X is the number of Bobbleheads you control as you activate this ability. Activate only as a sorcery.",True,5681.0
expert-level safe,artifact,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,,,2.0,,[],False,"When this artifact enters, exile the top two cards of your library face down.
{1}, {T}: You and target opponent each secretly choose 1, 2, or 3. Then those choices are revealed. If they match, sacrifice this artifact and put all cards exiled with it into their owners' hands. Otherwise, exile the top card of your library face down.",True,16861.0
intelligence bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{5}, {T}: Draw X cards, where X is the number of Bobbleheads you control.",True,5740.0
luck bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,['Treasure'],1,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{1}, {T}: Roll X six-sided dice, where X is the number of Bobbleheads you control. Create a tapped Treasure token for each even result. If you rolled 6 exactly seven times, you win the game.",True,4341.0
